mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
104	103	306	309	0.125		0	0	Chord	6/8	2	1	1/32		1/32	1	2048									231	
104	103	2449/8	2473/8	0.125		1/32	1/32	Chord	6/8	2	1	1/32		1/32	1	2049									231	
104	103	1225/4	1237/4	0.125		1/16	1/16	Chord	6/8	2	1	1/32		1/32	1	2050									231	
104	103	2451/8	2475/8	0.125		3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	2051									231	
104	103	613/2	619/2	0.125		1/8	1/8	Chord	6/8	2	1	1/32		1/32	1	2052									231	
104	103	2453/8	2477/8	0.125		5/32	5/32	Chord	6/8	2	1	1/32		1/32	1	2053									231	
104	103	1227/4	1239/4	0.125		3/16	3/16	Chord	6/8	2	1	1/32		1/32	1	2054									231	
104	103	2455/8	2479/8	0.125		7/32	7/32	Chord	6/8	2	1	1/32		1/32	1	2055									231	
104	103	307	310	0.125		1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	2056									231	
104	103	2457/8	2481/8	0.125		9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	2057									231	
104	103	1229/4	1241/4	0.125		5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	2058									231	
104	103	2459/8	2483/8	0.125		11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	2059									231	
104	103	615/2	621/2	0.125		3/8	3/8	Chord	6/8	2	1	1/32		1/32	1	2060									231	
104	103	2461/8	2485/8	0.125		13/32	13/32	Chord	6/8	2	1	1/32		1/32	1	2061									231	
104	103	1231/4	1243/4	0.125		7/16	7/16	Chord	6/8	2	1	1/32		1/32	1	2062									231	
104	103	2463/8	2487/8	0.125		15/32	15/32	Chord	6/8	2	1	1/32		1/32	1	2063									231	
104	103	308	311	0.125		1/2	1/2	Chord	6/8	2	1	1/32		1/32	1	2064									231	
104	103	2465/8	2489/8	0.125		17/32	17/32	Chord	6/8	2	1	1/32		1/32	1	2065									231	
104	103	1233/4	1245/4	0.125		9/16	9/16	Chord	6/8	2	1	1/32		1/32	1	2066									231	
104	103	2467/8	2491/8	0.125		19/32	19/32	Chord	6/8	2	1	1/32		1/32	1	2067									231	
104	103	617/2	623/2	0.125		5/8	5/8	Chord	6/8	2	1	1/32		1/32	1	2068									231	
104	103	2469/8	2493/8	0.125		21/32	21/32	Chord	6/8	2	1	1/32		1/32	1	2069									231	
104	103	1235/4	1247/4	0.125		11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	2070									231	
104	103	2471/8	2495/8	0.125		23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	2071										
105	104	309	312	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	2072									232	
105	104	1237/4	1249/4	0.5		1/16	1/16	Chord	6/8	1	1	1/8		1/8	1	2073										
105	104	1239/4	1251/4	0.5		3/16	3/16	Chord	6/8	1	1	1/8		1/8	1	2074										
105	104	1241/4	1253/4	0.0		5/16	5/16	Chord	6/8	1	1	0	grace32	1/32	1	2075										
105	104	1241/4	1253/4	0.0		5/16	5/16	Chord	6/8	1	1	0	grace32	1/32	1	2076										
105	104	1241/4	1253/4	0.0		5/16	5/16	Chord	6/8	1	1	0	grace32	1/32	1	2077										
105	104	1241/4	1253/4	0.125		5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	2078										
105	104	2483/8	2507/8	0.125		11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	2079										
105	104	621/2	627/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2080									233	
105	104	1243/4	1255/4	0.125		7/16	7/16	Chord	6/8	1	1	1/32		1/32	1	2081										
105	104	311	314	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2082									234	
105	104	1245/4	1257/4	0.125		9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	2083										
105	104	4983/16	5031/16	0.0625		39/64	39/64	Chord	6/8	1	1	1/64		1/64	1	2084										
105	104	623/2	629/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	2085									235	
105	104	2493/8	2517/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	2086									235	
105	104	1247/4	1259/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	2087									235	
105	104	2495/8	2519/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	2088										
105	104	309	312	0.125		0	0	Chord	6/8	2	1	1/32		1/32	1	2089									236	
105	104	2473/8	2497/8	0.125		1/32	1/32	Chord	6/8	2	1	1/32		1/32	1	2090									236	
105	104	1237/4	1249/4	0.125		1/16	1/16	Chord	6/8	2	1	1/32		1/32	1	2091									236	
105	104	2475/8	2499/8	0.125		3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	2092									236	
105	104	619/2	625/2	0.125		1/8	1/8	Chord	6/8	2	1	1/32		1/32	1	2093									236	
105	104	2477/8	2501/8	0.125		5/32	5/32	Chord	6/8	2	1	1/32		1/32	1	2094									236	
105	104	1239/4	1251/4	0.125		3/16	3/16	Chord	6/8	2	1	1/32		1/32	1	2095									236	
105	104	2479/8	2503/8	0.125		7/32	7/32	Chord	6/8	2	1	1/32		1/32	1	2096									236	
105	104	310	313	0.125		1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	2097									236	
105	104	2481/8	2505/8	0.125		9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	2098									236	
105	104	1241/4	1253/4	0.125		5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	2099									236	
105	104	2483/8	2507/8	0.125		11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	2100									236	
105	104	621/2	627/2	0.125		3/8	3/8	Chord	6/8	2	1	1/32		1/32	1	2101									236	
105	104	2485/8	2509/8	0.125		13/32	13/32	Chord	6/8	2	1	1/32		1/32	1	2102									236	
105	104	1243/4	1255/4	0.125		7/16	7/16	Chord	6/8	2	1	1/32		1/32	1	2103									236	
105	104	2487/8	2511/8	0.125		15/32	15/32	Chord	6/8	2	1	1/32		1/32	1	2104									236	
105	104	311	314	0.125		1/2	1/2	Chord	6/8	2	1	1/32		1/32	1	2105									236	
105	104	2489/8	2513/8	0.125		17/32	17/32	Chord	6/8	2	1	1/32		1/32	1	2106									236	
105	104	1245/4	1257/4	0.125		9/16	9/16	Chord	6/8	2	1	1/32		1/32	1	2107									236	
105	104	2491/8	2515/8	0.125		19/32	19/32	Chord	6/8	2	1	1/32		1/32	1	2108									236	
105	104	623/2	629/2	0.125		5/8	5/8	Chord	6/8	2	1	1/32		1/32	1	2109									236	
105	104	2493/8	2517/8	0.125		21/32	21/32	Chord	6/8	2	1	1/32		1/32	1	2110									236	
105	104	1247/4	1259/4	0.125		11/16	11/16	Chord	6/8	2	1	1/32		1/32	1	2111									236	
105	104	2495/8	2519/8	0.125		23/32	23/32	Chord	6/8	2	1	1/32		1/32	1	2112										
106	105	312	315	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	2113									237	
106	105	1249/4	1261/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2114										
106	105	625/2	631/2	0.125		1/8	1/8	Chord	6/8	1	1	1/32		1/32	1	2115										
106	105	2501/8	2525/8	0.125		5/32	5/32	Chord	6/8	1	1	1/32		1/32	1	2116									238	
106	105	1251/4	1263/4	0.125		3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	2117									238	
106	105	2503/8	2527/8	0.125		7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	2118										
106	105	313	316	0.125		1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	2119									239	
106	105	2505/8	2529/8	0.125		9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	2120									239	
106	105	1253/4	1265/4	0.125		5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	2121									239	
106	105	2507/8	2531/8	0.125		11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	2122										
106	105	627/2	633/2	0.125		3/8	3/8	Chord	6/8	1	1	1/32		1/32	1	2123									240	
106	105	2509/8	2533/8	0.125		13/32	13/32	Chord	6/8	1	1	1/32		1/32	1	2124									240	
106	105	1255/4	1267/4	0.125		7/16	7/16	Chord	6/8	1	1	1/32		1/32	1	2125										
106	105	2511/8	2535/8	0.125		15/32	15/32	Chord	6/8	1	1	1/32		1/32	1	2126										
106	105	314	317	0.125		1/2	1/2	Chord	6/8	1	1	1/32		1/32	1	2127									241	
106	105	2513/8	2537/8	0.125		17/32	17/32	Chord	6/8	1	1	1/32		1/32	1	2128									241	
106	105	1257/4	1269/4	0.125		9/16	9/16	Chord	6/8	1	1	1/32		1/32	1	2129									241	
106	105	2515/8	2539/8	0.125		19/32	19/32	Chord	6/8	1	1	1/32		1/32	1	2130										
106	105	629/2	635/2	0.125		5/8	5/8	Chord	6/8	1	1	1/32		1/32	1	2131									242	
106	105	2517/8	2541/8	0.125		21/32	21/32	Chord	6/8	1	1	1/32		1/32	1	2132									242	
106	105	1259/4	1271/4	0.125		11/16	11/16	Chord	6/8	1	1	1/32		1/32	1	2133									242	
106	105	2519/8	2543/8	0.125		23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	2134										
106	105	312	315	0.125		0	0	Chord	6/8	2	1	1/32		1/32	1	2135									243	
106	105	2497/8	2521/8	0.125		1/32	1/32	Chord	6/8	2	1	1/32		1/32	1	2136									243	
106	105	1249/4	1261/4	0.125		1/16	1/16	Chord	6/8	2	1	1/32		1/32	1	2137									243	
106	105	2499/8	2523/8	0.125		3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	2138									243	
106	105	625/2	631/2	0.125		1/8	1/8	Chord	6/8	2	1	1/32		1/32	1	2139									243	
106	105	2501/8	2525/8	0.125		5/32	5/32	Chord	6/8	2	1	1/32		1/32	1	2140									243	
106	105	1251/4	1263/4	0.125		3/16	3/16	Chord	6/8	2	1	1/32		1/32	1	2141									243	
106	105	2503/8	2527/8	0.125		7/32	7/32	Chord	6/8	2	1	1/32		1/32	1	2142									243	
106	105	313	316	0.125		1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	2143									243	
106	105	2505/8	2529/8	0.125		9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	2144									243	
106	105	1253/4	1265/4	0.125		5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	2145									243	
106	105	2507/8	2531/8	0.125		11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	2146										
106	105	627/2	633/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2147										
106	105	629/2	635/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2148										
107	106	315	318	0.375		0	0	Chord	6/8	1	1	3/32		1/16	3/2	2149									244	
107	106	2523/8	2547/8	0.0		3/32	3/32	Chord	6/8	1	1	0	grace32	1/32	1	2150										
107	106	2523/8	2547/8	0.0		3/32	3/32	Chord	6/8	1	1	0	grace32	1/32	1	2151										
107	106	2523/8	2547/8	0.0		3/32	3/32	Chord	6/8	1	1	0	grace32	1/32	1	2152										
107	106	2523/8	2547/8	0.0		3/32	3/32	Chord	6/8	1	1	0	grace32	1/32	1	2153										
107	106	2523/8	2547/8	0.125		3/32	3/32	Chord	6/8	1	1	1/32		1/32	1	2154										
107	106	631/2	637/2	0.75		1/8	1/8	Chord	6/8	1	1	3/16		1/8	3/2	2155									245	
107	106	1265/4	1277/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2156										
107	106	633/2	639/2	0.75		3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	2157									246	
107	106	1269/4	1281/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2158									246	
107	106	635/2	641/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2159										
107	106	633/2	639/2	0.0		3/8	3/8	Dynamic	6/8	1	2	0					fp									
107	106	633/2	639/2	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	2160									247	
107	106	635/2	641/2	0.5		5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	2161										
107	106	315	318	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	2162										
107	106	316	319	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2163										
107	106	633/2	639/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2164									248	
107	106	635/2	641/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2165										
107	106	315	318	1.5		0	0	Chord	6/8	2	2	3/8		1/4	3/2	2166										
107	106	633/2	639/2	1.5		3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	2167										
108	107	318	321	0.0		0	0	Dynamic	6/8	1	1	0					f									
108	107	318	321	0.0		0	0	Chord	6/8	1	1	0	grace32	1/32	1	2168										
108	107	318	321	0.0		0	0	Chord	6/8	1	1	0	grace32	1/32	1	2169										
108	107	318	321	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2170										
108	107	637/2	643/2	0.08333333333333333		1/8	1/8	Chord	6/8	1	1	1/48		1/32	2/3	2171										
108	107	3823/12	3859/12	0.08333333333333333		7/48	7/48	Chord	6/8	1	1	1/48		1/32	2/3	2172									249	
108	107	956/3	965/3	0.08333333333333333		1/6	1/6	Chord	6/8	1	1	1/48		1/32	2/3	2173									249	
108	107	1275/4	1287/4	0.08333333333333333		3/16	3/16	Chord	6/8	1	1	1/48		1/32	2/3	2174									249	
108	107	1913/6	1931/6	0.08333333333333333		5/24	5/24	Chord	6/8	1	1	1/48		1/32	2/3	2175									249	
108	107	3827/12	3863/12	0.08333333333333333		11/48	11/48	Chord	6/8	1	1	1/48		1/32	2/3	2176									249	
108	107	319	322	0.08333333333333333		1/4	1/4	Chord	6/8	1	1	1/48		1/32	2/3	2177									249	
108	107	3829/12	3865/12	0.08333333333333333		13/48	13/48	Chord	6/8	1	1	1/48		1/32	2/3	2178									249	
108	107	1915/6	1933/6	0.08333333333333333		7/24	7/24	Chord	6/8	1	1	1/48		1/32	2/3	2179									249	
108	107	1277/4	1289/4	0.08333333333333333		5/16	5/16	Chord	6/8	1	1	1/48		1/32	2/3	2180									249	
108	107	958/3	967/3	0.08333333333333333		1/3	1/3	Chord	6/8	1	1	1/48		1/32	2/3	2181									249	
108	107	3833/12	3869/12	0.08333333333333333		17/48	17/48	Chord	6/8	1	1	1/48		1/32	2/3	2182										
108	107	639/2	645/2	0.0625		3/8	3/8	Chord	6/8	1	1	1/64		1/64	1	2183										
108	107	5113/16	5161/16	0.0625		25/64	25/64	Chord	6/8	1	1	1/64		1/64	1	2184									250	
108	107	2557/8	2581/8	0.0625		13/32	13/32	Chord	6/8	1	1	1/64		1/64	1	2185									250	
108	107	5115/16	5163/16	0.0625		27/64	27/64	Chord	6/8	1	1	1/64		1/64	1	2186									250	
108	107	1279/4	1291/4	0.0625		7/16	7/16	Chord	6/8	1	1	1/64		1/64	1	2187									250	
108	107	5117/16	5165/16	0.0625		29/64	29/64	Chord	6/8	1	1	1/64		1/64	1	2188									250	
108	107	2559/8	2583/8	0.0625		15/32	15/32	Chord	6/8	1	1	1/64		1/64	1	2189									250	
108	107	5119/16	5167/16	0.0625		31/64	31/64	Chord	6/8	1	1	1/64		1/64	1	2190									250	
108	107	320	323	0.0625		1/2	1/2	Chord	6/8	1	1	1/64		1/64	1	2191									250	
108	107	5121/16	5169/16	0.0625		33/64	33/64	Chord	6/8	1	1	1/64		1/64	1	2192									250	
108	107	2561/8	2585/8	0.0625		17/32	17/32	Chord	6/8	1	1	1/64		1/64	1	2193									250	
108	107	5123/16	5171/16	0.0625		35/64	35/64	Chord	6/8	1	1	1/64		1/64	1	2194									250	
108	107	1281/4	1293/4	0.0625		9/16	9/16	Chord	6/8	1	1	1/64		1/64	1	2195									250	
108	107	5125/16	5173/16	0.0625		37/64	37/64	Chord	6/8	1	1	1/64		1/64	1	2196									250	
108	107	2563/8	2587/8	0.0625		19/32	19/32	Chord	6/8	1	1	1/64		1/64	1	2197									250	
108	107	5127/16	5175/16	0.0625		39/64	39/64	Chord	6/8	1	1	1/64		1/64	1	2198									250	
108	107	641/2	647/2	0.0625		5/8	5/8	Chord	6/8	1	1	1/64		1/64	1	2199									250	
108	107	5129/16	5177/16	0.0625		41/64	41/64	Chord	6/8	1	1	1/64		1/64	1	2200									250	
108	107	2565/8	2589/8	0.0625		21/32	21/32	Chord	6/8	1	1	1/64		1/64	1	2201									250	
108	107	5131/16	5179/16	0.0625		43/64	43/64	Chord	6/8	1	1	1/64		1/64	1	2202									250	
108	107	1283/4	1295/4	0.0625		11/16	11/16	Chord	6/8	1	1	1/64		1/64	1	2203									250	
108	107	5133/16	5181/16	0.0625		45/64	45/64	Chord	6/8	1	1	1/64		1/64	1	2204									250	
108	107	2567/8	2591/8	0.0625		23/32	23/32	Chord	6/8	1	1	1/64		1/64	1	2205									250	
108	107	5135/16	5183/16	0.0625		47/64	47/64	Chord	6/8	1	1	1/64		1/64	1	2206									250	
108	107	318	321	0.125		0	0	Chord	6/8	2	1	1/32		1/32	1	2207									251	
108	107	2545/8	2569/8	0.125		1/32	1/32	Chord	6/8	2	1	1/32		1/32	1	2208									251	
108	107	1273/4	1285/4	0.125		1/16	1/16	Chord	6/8	2	1	1/32		1/32	1	2209									251	
108	107	2547/8	2571/8	0.125		3/32	3/32	Chord	6/8	2	1	1/32		1/32	1	2210									251	
108	107	637/2	643/2	0.125		1/8	1/8	Chord	6/8	2	1	1/32		1/32	1	2211									251	
108	107	2549/8	2573/8	0.125		5/32	5/32	Chord	6/8	2	1	1/32		1/32	1	2212									251	
108	107	1275/4	1287/4	0.125		3/16	3/16	Chord	6/8	2	1	1/32		1/32	1	2213									251	
108	107	2551/8	2575/8	0.125		7/32	7/32	Chord	6/8	2	1	1/32		1/32	1	2214									251	
108	107	319	322	0.125		1/4	1/4	Chord	6/8	2	1	1/32		1/32	1	2215									251	
108	107	2553/8	2577/8	0.125		9/32	9/32	Chord	6/8	2	1	1/32		1/32	1	2216									251	
108	107	1277/4	1289/4	0.125		5/16	5/16	Chord	6/8	2	1	1/32		1/32	1	2217									251	
108	107	2555/8	2579/8	0.125		11/32	11/32	Chord	6/8	2	1	1/32		1/32	1	2218									251	
108	107	639/2	645/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	2219										
108	107	639/2	645/2	1.0		3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	2220										
108	107	641/2	647/2	0.5		5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	2221										
109	108		324	0.0	1	0	0	Dynamic	6/8	1	1	0					p									
109	108		324	0.125	1	0	0	Chord	6/8	1	1	1/32		1/32	1	2222										
109	108		2593/8	0.125	1	1/32	1/32	Chord	6/8	1	1	1/32		1/32	1	2223									252	
109	108		1297/4	0.125	1	1/16	1/16	Chord	6/8	1	1	1/32		1/32	1	2224									252	
109	108		2595/8	0.125	1	3/32	3/32	Chord	6/8	1	1	1/32		1/32	1	2225									252	
109	108		649/2	0.125	1	1/8	1/8	Chord	6/8	1	1	1/32		1/32	1	2226										
109	108		2597/8	0.125	1	5/32	5/32	Chord	6/8	1	1	1/32		1/32	1	2227									253	
109	108		1299/4	0.125	1	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	2228									253	
109	108		2599/8	0.125	1	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	2229									253	
109	108		325	0.125	1	1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	2230									253	
109	108		2601/8	0.125	1	9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	2231									253	
109	108		1301/4	0.125	1	5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	2232									253	
109	108		2603/8	0.125	1	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	2233										
109	108		651/2	0.5	1	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2234									254	
109	108		326	0.08333333333333333	1	1/2	1/2	Chord	6/8	1	1	1/48		1/32	2/3	2235										
109	108		3913/12	0.08333333333333333	1	25/48	25/48	Chord	6/8	1	1	1/48		1/32	2/3	2236										
109	108		1957/6	0.08333333333333333	1	13/24	13/24	Chord	6/8	1	1	1/48		1/32	2/3	2237										
109	108		1305/4	0.08333333333333333	1	9/16	9/16	Chord	6/8	1	1	1/48		1/32	2/3	2238										
109	108		979/3	0.08333333333333333	1	7/12	7/12	Chord	6/8	1	1	1/48		1/32	2/3	2239										
109	108		3917/12	0.08333333333333333	1	29/48	29/48	Chord	6/8	1	1	1/48		1/32	2/3	2240										
109	108		653/2	0.08333333333333333	1	5/8	5/8	Chord	6/8	1	1	1/48		1/32	2/3	2241										
109	108		3919/12	0.08333333333333333	1	31/48	31/48	Chord	6/8	1	1	1/48		1/32	2/3	2242										
109	108		980/3	0.08333333333333333	1	2/3	2/3	Chord	6/8	1	1	1/48		1/32	2/3	2243										
109	108		1307/4	0.08333333333333333	1	11/16	11/16	Chord	6/8	1	1	1/48		1/32	2/3	2244										
109	108		1961/6	0.08333333333333333	1	17/24	17/24	Chord	6/8	1	1	1/48		1/32	2/3	2245										
109	108		3923/12	0.08333333333333333	1	35/48	35/48	Chord	6/8	1	1	1/48		1/32	2/3	2246										
109	108		651/2	0.5	1	3/8	3/8	Chord	6/8	1	2	1/8		1/8	1	2247										
109	108		324	0.5	1	0	0	Chord	6/8	2	1	1/8		1/8	1	2248										
109	108		649/2	0.5	1	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2249										
109	108		325	0.5	1	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2250										
109	108		651/2	0.5	1	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2251									255	
109	108		326	0.5	1	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2252										
109	108		651/2	1.0	1	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	2253										
110	108	321	327	0.0	2	0	0	Dynamic	6/8	1	1	0					p									
110	108	321	327	0.125	2	0	0	Chord	6/8	1	1	1/32		1/32	1	2254										
110	108	2569/8	2617/8	0.125	2	1/32	1/32	Chord	6/8	1	1	1/32		1/32	1	2255									256	
110	108	1285/4	1309/4	0.125	2	1/16	1/16	Chord	6/8	1	1	1/32		1/32	1	2256									256	
110	108	2571/8	2619/8	0.125	2	3/32	3/32	Chord	6/8	1	1	1/32		1/32	1	2257									256	
110	108	643/2	655/2	0.125	2	1/8	1/8	Chord	6/8	1	1	1/32		1/32	1	2258										
110	108	2573/8	2621/8	0.125	2	5/32	5/32	Chord	6/8	1	1	1/32		1/32	1	2259									257	
110	108	1287/4	1311/4	0.125	2	3/16	3/16	Chord	6/8	1	1	1/32		1/32	1	2260									257	
110	108	2575/8	2623/8	0.125	2	7/32	7/32	Chord	6/8	1	1	1/32		1/32	1	2261										
110	108	322	328	0.125	2	1/4	1/4	Chord	6/8	1	1	1/32		1/32	1	2262									258	
110	108	2577/8	2625/8	0.125	2	9/32	9/32	Chord	6/8	1	1	1/32		1/32	1	2263									258	
110	108	1289/4	1313/4	0.125	2	5/16	5/16	Chord	6/8	1	1	1/32		1/32	1	2264									258	
110	108	2579/8	2627/8	0.125	2	11/32	11/32	Chord	6/8	1	1	1/32		1/32	1	2265										
110	108	645/2	657/2	1.0	2	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2266									259	
110	108	647/2	659/2	0.5	2	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2267										
110	108	645/2	657/2	1.5	2	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2268										
110	108	321	327	0.5	2	0	0	Chord	6/8	2	1	1/8		1/8	1	2269										
110	108	643/2	655/2	0.5	2	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	2270										
110	108	322	328	0.5	2	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2271										
110	108	645/2	657/2	1.0	2	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2272									260	
110	108	647/2	659/2	0.5	2	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2273										
110	108	645/2	657/2	1.5	2	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	2274										
111	109	324	330	0.0		0	0	Tempo	4/4	1	1	0								Allegro𝅘𝅥=116	116.0	Allegro𝅘𝅥	116.0	1.0		
111	109	324	330	0.0		0	0	Dynamic	4/4	1	1	0					p									
111	109	324	330	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2275										
111	109	649/2	661/2	0.0		1/8	1/8	Chord	4/4	1	1	0	grace16	1/16	1	2276										
111	109	649/2	661/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2277									261	
111	109	1299/4	1323/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2278									261	
111	109	325	331	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2279										
111	109	651/2	663/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2280										
111	109	326	332	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2281									262	
111	109	653/2	665/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2282										
111	109	327	333	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2283										
111	109	655/2	667/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2284										
111	109	324	330	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2285									263	
111	109	649/2	661/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2286									263	
111	109	325	331	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2287									263	
111	109	651/2	663/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2288									263	
111	109	326	332	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2289									263	
111	109	653/2	665/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2290									263	
111	109	327	333	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2291									263	
111	109	655/2	667/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2292										
112	110	328	334	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2293										
112	110	657/2	669/2	0.0		1/8	1/8	Chord	4/4	1	1	0	grace16	1/16	1	2294										
112	110	657/2	669/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2295									264	
112	110	1315/4	1339/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2296									264	
112	110	329	335	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2297										
112	110	659/2	671/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2298										
112	110	330	336	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2299									265	
112	110	661/2	673/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2300										
112	110	331	337	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2301										
112	110	663/2	675/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2302										
112	110	328	334	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2303									266	
112	110	657/2	669/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2304									266	
112	110	329	335	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2305									266	
112	110	659/2	671/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2306									266	
112	110	330	336	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2307									266	
112	110	661/2	673/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2308									266	
