mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	slur
79	77	231	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	877							131
79	77	463/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	878							
80	78	232	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	879							
80	78	234	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	880							132
80	78	232	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	881							133
80	78	465/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	882							133
80	78	233	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	883							133
80	78	467/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	884							133
80	78	234	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	885							133
80	78	469/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	886							
81	79	235	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	887							
81	79	237	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p						
81	79	237	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	888							134
81	79	951/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	889							
81	79	235	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	890		articStaccatissimoAbove					
81	79	471/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0						f						
81	79	471/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	891							135
81	79	236	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	892							135
81	79	473/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	893							
82	80	238	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	894							
82	80	238	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	895							
82	80	239	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	896							
82	80	240	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	897							
82	80	238	0.0	0	0	Dynamic	3/4	2	1	0						p						
82	80	238	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	898							
82	80	477/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	899							
82	80	239	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	900							
82	80	479/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	901							
82	80	240	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	902							
82	80	481/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	903							
83	81	241	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	904							136
83	81	242	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	905							
83	81	243	0.75	1/2	1/2	Chord	3/4	1	1	3/16			1/8	3/2	906							137
83	81	975/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	907							
83	81	241	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	908							
83	81	483/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	909							
83	81	242	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	910							
83	81	485/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	911							
83	81	243	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	912							
83	81	487/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	913							
84	82	244	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	914							138
84	82	245	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	915							139
84	82	981/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	916							139
84	82	491/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	917							139
84	82	983/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	918							139
84	82	246	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	919							139
84	82	985/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	920							139
84	82	493/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	921							139
84	82	987/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	922							
84	82	244	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	923							
84	82	489/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	924							
84	82	245	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	925							
84	82	491/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	926							
84	82	246	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	927							
84	82	493/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	928							
85	83	247	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	929							
85	83	247	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	930							
85	83	497/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	931							
85	83	995/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	932							
85	83	249	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	933							
85	83	997/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	934							
85	83	499/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	935							
85	83	999/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	936							
85	83	247	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	937							
85	83	497/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0						f						
85	83	497/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	938							
85	83	249	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	939							
85	83	499/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	940							
86	84	250	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	941							
86	84	503/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	942							
86	84	1007/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	943							
86	84	252	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	944							
86	84	1009/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	945							
86	84	505/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	946							
86	84	1011/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	947							
86	84	250	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	948							
86	84	503/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	949							
86	84	252	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	950							
86	84	505/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	951							
87	85	253	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	952							
87	85	509/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	953							
87	85	1019/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	954							
87	85	255	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	955							
87	85	1021/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	956							
87	85	511/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	957							
87	85	1023/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	958							
87	85	253	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	959							
87	85	509/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	960							
87	85	255	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	961							
87	85	511/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	962							
88	86	256	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	963							
88	86	1025/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	964							
88	86	513/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	965							
88	86	1027/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	966							
88	86	257	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	967							
88	86	1029/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	968							
88	86	515/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	969							
88	86	1031/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	970							
88	86	258	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	971							
88	86	1033/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	972							
88	86	517/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	973							
88	86	1035/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	974							
88	86	256	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	975							
88	86	513/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	976							
88	86	257	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	977							
88	86	515/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	978							
88	86	258	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	979							
88	86	517/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	980							
89	87	259	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	981							
89	87	1037/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	982							
89	87	519/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	983							
89	87	1039/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	984							
89	87	260	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	985							
89	87	1041/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	986							
89	87	521/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	987							
89	87	1043/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	988							
89	87	261	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	989							
89	87	1045/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	990							
89	87	523/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	991							
89	87	1047/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	992							
89	87	259	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	993							
89	87	519/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	994							
89	87	260	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	995							
89	87	521/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	996							
89	87	261	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	997							
89	87	523/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	998							
90	88	262	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	999							
90	88	1049/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1000							
90	88	525/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1001							
90	88	1051/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1002							
90	88	263	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1003							
90	88	1053/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1004							
90	88	527/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1005							
90	88	1055/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1006							
90	88	264	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1007							
90	88	1057/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1008							
90	88	529/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1009							
90	88	1059/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1010							
90	88	262	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1011							
90	88	525/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1012							
90	88	263	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1013							
90	88	527/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1014							
90	88	264	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1015							
90	88	529/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1016							
91	89	265	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1017							
91	89	266	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1018		ornamentTrill					
91	89	265	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1019							
91	89	266	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1020							
92	90	537/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p						
92	90	537/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1021							140
92	90	539/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1022							140
92	90	541/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1023							
92	90	268	0.0	0	0	Dynamic	3/4	2	1	0						p						
92	90	268	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1024							141
92	90	537/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1025							141
92	90	269	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1026							141
92	90	539/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1027							141
92	90	270	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1028							141
92	90	541/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1029							
93	91	271	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1030							142
93	91	543/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	1031							142
93	91	545/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	1032							142
93	91	547/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1033							
93	91	271	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1034							143
93	91	543/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1035							143
93	91	272	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1036							143
93	91	545/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1037							143
93	91	273	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1038							143
93	91	547/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1039							
94	92	274	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1040							144
94	92	1097/4	0.75	1/16	1/16	Chord	3/4	1	1	3/16			1/8	3/2	1041							
94	92	275	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1042							145
94	92	1101/4	0.75	5/16	5/16	Chord	3/4	1	1	3/16			1/8	3/2	1043							
94	92	276	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1044							146
94	92	1105/4	0.75	9/16	9/16	Chord	3/4	1	1	3/16			1/8	3/2	1045							
94	92	274	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1046							147
94	92	549/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1047							147
94	92	275	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1048							147
94	92	551/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1049							147
94	92	276	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1050							147
94	92	553/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1051							
95	93	277	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	1052							148
95	93	1111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1053							
95	93	278	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1054							
95	93	277	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1055							149
95	93	555/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1056							149
95	93	278	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1057							149
95	93	557/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1058							149
95	93	279	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1059							149
95	93	559/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1060							
96	94	561/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1061							150
96	94	1123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1062							150
96	94	281	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1063							
96	94	563/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1064							151
96	94	1127/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1065							151
96	94	282	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1066							
96	94	565/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1067							152
96	94	1131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1068							152
96	94	280	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1069							153
96	94	1121/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1070							153
96	94	561/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1071							153
96	94	1123/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1072							153
96	94	281	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1073							153
96	94	1125/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1074							153
96	94	563/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1075							153
96	94	1127/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1076							153
96	94	282	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1077							153
96	94	1129/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1078							153
96	94	565/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1079							153
96	94	1131/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1080							
97	95	283	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1081							
97	95	567/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1082							154
97	95	1135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1083							154
97	95	284	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1084							
97	95	569/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1085							155
97	95	1139/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1086							155
97	95	285	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1087							
97	95	571/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1088							156
97	95	1143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1089							
97	95	283	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1090							157
97	95	1133/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1091							157
97	95	567/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1092							157
97	95	1135/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1093							157
97	95	284	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1094							157
97	95	1137/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1095							157
97	95	569/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1096							157
97	95	1139/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1097							157
97	95	285	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1098							157
97	95	1141/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1099							157
97	95	571/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1100							157
97	95	1143/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1101							
98	96	286	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1102							158
98	96	1145/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1103							158
98	96	573/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1104							158
98	96	1147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1105							158
98	96	287	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1106							158
98	96	1149/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1107							158
98	96	575/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1108							158
98	96	1151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1109							158
98	96	288	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1110							158
98	96	1153/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1111							158
98	96	577/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1112							158
98	96	1155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1113							
98	96	286	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1114							159
98	96	1145/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1115							159
98	96	573/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1116							159
98	96	1147/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1117							159
98	96	287	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1118							159
98	96	1149/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1119							159
98	96	575/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1120							159
98	96	1151/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1121							159
98	96	288	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1122							159
98	96	1153/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1123							159
98	96	577/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1124							159
98	96	1155/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1125							
99	97	289	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	1126							160
99	97	1157/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	1127							160
99	97	579/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	1128							160
99	97	1159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1129							
99	97	290	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1130		articStaccatissimoAbove					
99	97	291	0.0	1/2	1/2	SystemText	3/4	1	1	0									m.d.			
99	97	289	0.25	0	0	Chord	3/4	2	1	1/16			1/16	1	1131							161
99	97	1157/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1132							161
99	97	579/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1133							161
99	97	1159/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1134							161
99	97	290	0.25	1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1135							161
99	97	1161/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1136							161
99	97	581/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1137							161
99	97	1163/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1138							
99	97	291	0.0	1/2	1/2	Dynamic	3/4	2	1	0						f						
99	97	291	0.25	1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1139							162
99	97	1165/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1140							162
99	97	583/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1141							162
99	97	1167/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1142							
100	98	292	0.0	0	0	SystemText	3/4	1	1	0									m.s.			
100	98	585/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1143		articStaccatissimoBelow					
100	98	293	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p						
100	98	293	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1144		articStaccatissimoBelow					
100	98	587/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1145		articStaccatissimoBelow					
100	98	294	0.0	1/2	1/2	Dynamic	3/4	1	1	0						f						
100	98	294	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1146							163
100	98	589/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1147							
100	98	294	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	1148							164
100	98	589/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1149							
100	98	292	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1150							
100	98	294	0.0	1/2	1/2	Dynamic	3/4	2	1	0						f						
100	98	294	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1151							165
100	98	589/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1152							
101	99	591/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1153		articStaccatissimoBelow					
101	99	296	0.0	1/4	1/4	Dynamic	3/4	1	1	0						p						
101	99	296	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1154		articStaccatissimoBelow					
101	99	593/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1155		articStaccatissimoBelow					
101	99	297	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1156							166
101	99	595/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1157							
101	99	297	0.0	1/2	1/2	Dynamic	3/4	1	2	0						f						
101	99	297	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	1158							167
101	99	595/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1159							
101	99	295	0.0	0	0	Dynamic	3/4	2	1	0						p						
101	99	295	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	1160							
101	99	297	0.0	1/2	1/2	Dynamic	3/4	2	1	0						f						
101	99	297	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1161							168
101	99	595/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1162							
102	100	597/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p						
102	100	597/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1163		articStaccatissimoBelow					
102	100	299	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1164		articStaccatissimoBelow					
102	100	599/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1165		articStaccatissimoBelow					
102	100	300	0.0	1/2	1/2	Dynamic	3/4	1	1	0						f						
102	100	300	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1166							169
102	100	601/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1167							
