mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	crescendo_hairpin
48	48	763/4	763/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	828												
48	48	191	191	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	829										51		
48	48	765/4	765/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	830										51		
48	48	383/2	383/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	831										51		
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	832												
48	48	188	188	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	833												
48	48	753/4	753/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	834												
48	48	377/2	377/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	835												
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	836												
48	48	189	189	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	837												
48	48	757/4	757/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	838												
48	48	379/2	379/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	839												
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	840												
48	48	190	190	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	841												
48	48	761/4	761/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	842												
48	48	381/2	381/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	843												
48	48	763/4	763/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	844												
48	48	191	191	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	845												
48	48	765/4	765/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	846												
48	48	383/2	383/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	847												
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	848												
49	49	192	192	0.0	0	0	Spanner	4/4	1	1	0															0	
49	49	192	192	4.0	0	0	Chord	4/4	1	1	1		1	1	849											0	
49	49	192	192	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	850												
49	49	769/4	769/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	851												
49	49	385/2	385/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	852												
49	49	771/4	771/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	853												
49	49	193	193	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	854												
49	49	773/4	773/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	855												
49	49	387/2	387/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	856												
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	857												
49	49	194	194	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	858												
49	49	777/4	777/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	859												
49	49	389/2	389/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	860												
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	861												
49	49	195	195	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	862												
49	49	781/4	781/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	863												
49	49	391/2	391/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	864												
49	49	783/4	783/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	865												
50	50	196	196	0.0	0	0	Spanner	4/4	1	1	0																
50	50	196	196	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	866												
50	50	395/2	395/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	867												
50	50	791/4	791/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	868												
50	50	198	198	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	869												
50	50	397/2	397/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	870												
50	50	795/4	795/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	871												
50	50	199	199	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	872												
50	50	399/2	399/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	873												
50	50	799/4	799/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	874												
50	50	196	196	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	875												
50	50	395/2	395/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	876												
50	50	791/4	791/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	877												
50	50	198	198	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	878												
50	50	397/2	397/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	879												
50	50	795/4	795/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	880												
50	50	199	199	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	881												
50	50	399/2	399/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	882												
50	50	799/4	799/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	883												
51	51	200	200	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	884												
51	51	201	201	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	885												
51	51	202	202	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	886												
51	51	200	200	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	887												
51	51	201	201	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	888												
51	51	202	202	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	889												
52	52	204	204	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	890												
52	52	817/4	817/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	891												
52	52	409/2	409/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	892												
52	52	819/4	819/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	893												
52	52	205	205	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	894												
52	52	821/4	821/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	895												
52	52	411/2	411/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	896												
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	897												
52	52	206	206	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	898												
52	52	825/4	825/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	899												
52	52	413/2	413/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	900												
52	52	827/4	827/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	901												
52	52	207	207	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	902												
52	52	829/4	829/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	903												
52	52	415/2	415/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	904												
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	905												
52	52	204	204	0.0	0	0	Dynamic	4/4	2	1	0					f											
52	52	204	204	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	906												
52	52	205	205	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	907												
52	52	411/2	411/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	908												
52	52	206	206	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	909												
52	52	413/2	413/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	910												
52	52	207	207	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	911												
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	912												
53	53	208	208	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	913												
53	53	833/4	833/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	914												
53	53	417/2	417/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	915												
53	53	835/4	835/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	916												
53	53	209	209	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	917												
53	53	837/4	837/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	918												
53	53	419/2	419/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	919												
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	920												
53	53	210	210	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	921												
53	53	841/4	841/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	922												
53	53	421/2	421/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	923												
53	53	843/4	843/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	924												
53	53	211	211	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	925												
53	53	845/4	845/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	926												
53	53	423/2	423/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	927												
53	53	847/4	847/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	928												
53	53	208	208	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	929												
53	53	209	209	0.0	1/4	1/4	StaffText	4/4	2	1	0							m.s.									
53	53	209	209	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	930												
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	931												
53	53	210	210	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	932												
53	53	421/2	421/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	933												
53	53	211	211	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	934												
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	935												
54	54	212	212	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	936												
54	54	849/4	849/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	937												
54	54	425/2	425/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	938												
54	54	851/4	851/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	939												
54	54	213	213	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	940												
54	54	853/4	853/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	941												
54	54	427/2	427/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	942												
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	943												
54	54	214	214	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	944												
54	54	857/4	857/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	945												
54	54	429/2	429/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	946												
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	947												
54	54	215	215	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	948												
54	54	861/4	861/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	949												
54	54	431/2	431/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	950												
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	951												
54	54	212	212	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	952												
54	54	213	213	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	953												
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	954												
54	54	214	214	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	955												
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	956												
54	54	215	215	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	957												
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	958												
55	55	216	216	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	959												
55	55	865/4	865/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	960												
55	55	433/2	433/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	961												
55	55	867/4	867/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	962												
55	55	217	217	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	963												
55	55	869/4	869/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	964												
55	55	435/2	435/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	965												
55	55	871/4	871/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	966												
55	55	218	218	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	967												
55	55	873/4	873/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	968												
55	55	437/2	437/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	969												
55	55	875/4	875/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	970												
55	55	219	219	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	971												
55	55	877/4	877/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	972												
55	55	439/2	439/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	973												
55	55	879/4	879/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	974												
55	55	216	216	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	975												
55	55	217	217	0.0	1/4	1/4	StaffText	4/4	2	1	0							m.s.									
55	55	217	217	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	976												
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	977												
55	55	218	218	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	978												
55	55	437/2	437/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	979												
55	55	219	219	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	980												
55	55	439/2	439/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	981												
56	56	220	220	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	982												
56	56	881/4	881/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	983												
56	56	441/2	441/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	984												
56	56	883/4	883/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	985												
56	56	221	221	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	986												
56	56	885/4	885/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	987												
56	56	443/2	443/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	988												
56	56	887/4	887/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	989												
56	56	222	222	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	990												
56	56	889/4	889/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	991												
56	56	445/2	445/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	992												
56	56	891/4	891/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	993												
56	56	223	223	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	994												
56	56	893/4	893/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	995												
56	56	447/2	447/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	996												
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	997												
56	56	220	220	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	998												
56	56	221	221	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	999												
56	56	443/2	443/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1000												
56	56	222	222	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1001												
56	56	445/2	445/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1002												
56	56	223	223	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1003												
56	56	447/2	447/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1004												
57	57	224	224	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1005												
57	57	897/4	897/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1006												
57	57	449/2	449/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1007												
57	57	899/4	899/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1008												
57	57	225	225	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1009												
57	57	901/4	901/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1010												
57	57	451/2	451/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1011												
57	57	903/4	903/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1012												
57	57	226	226	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1013												
57	57	905/4	905/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1014												
57	57	453/2	453/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1015												
57	57	907/4	907/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1016												
57	57	227	227	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1017												
57	57	909/4	909/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1018												
57	57	455/2	455/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1019												
57	57	911/4	911/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1020												
57	57	224	224	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1021												
57	57	225	225	0.0	1/4	1/4	StaffText	4/4	2	1	0							m.s.									
57	57	225	225	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1022												
57	57	451/2	451/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1023												
57	57	226	226	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1024												
57	57	453/2	453/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1025												
57	57	227	227	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1026												
57	57	455/2	455/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1027												
58	58	228	228	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1028												
58	58	913/4	913/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1029												
58	58	457/2	457/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1030												
58	58	915/4	915/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1031												
58	58	229	229	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1032												
58	58	917/4	917/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1033												
58	58	459/2	459/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1034												
58	58	919/4	919/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1035												
58	58	230	230	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1036												
58	58	921/4	921/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1037												
58	58	461/2	461/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1038												
58	58	923/4	923/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1039												
58	58	231	231	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1040												
58	58	925/4	925/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1041												
58	58	463/2	463/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1042												
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1043												
58	58	228	228	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1044												
58	58	229	229	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1045												
58	58	459/2	459/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1046												
58	58	230	230	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1047												
58	58	461/2	461/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1048												
58	58	231	231	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1049												
58	58	463/2	463/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1050												
59	59	232	232	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	1051												
59	59	929/4	929/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1052												
59	59	465/2	465/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1053												
59	59	931/4	931/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1054												
59	59	233	233	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1055												
59	59	933/4	933/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1056												
59	59	467/2	467/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1057												
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1058												
59	59	234	234	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1059												
59	59	937/4	937/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1060												
59	59	469/2	469/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1061												
59	59	939/4	939/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1062												
59	59	235	235	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1063												
59	59	941/4	941/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1064												
59	59	471/2	471/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1065												
59	59	943/4	943/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1066												
59	59	232	232	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1067												
59	59	233	233	0.0	1/4	1/4	StaffText	4/4	2	1	0							m.s.									
59	59	233	233	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1068												
59	59	467/2	467/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1069												
59	59	234	234	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1070												
59	59	469/2	469/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1071												
59	59	235	235	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1072												
59	59	471/2	471/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1073												
60	60	236	236	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1074												
60	60	237	237	0.0	1/4	1/4	Dynamic	4/4	1	1	0					f											
60	60	237	237	1.5	1/4	1/4	Chord	4/4	1	1	3/8		1/4	3/2	1075												
60	60	477/2	477/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					p											
60	60	477/2	477/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1076										52		
60	60	239	239	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1077										52		
60	60	479/2	479/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1078												
60	60	236	236	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	1079												
60	60	945/4	945/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1080												
60	60	473/2	473/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1081												
60	60	947/4	947/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1082												
60	60	237	237	0.0	1/4	1/4	Dynamic	4/4	2	1	0					f											
60	60	237	237	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1083												
60	60	949/4	949/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1084												
60	60	475/2	475/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1085												
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1086												
60	60	238	238	0.0	1/2	1/2	Dynamic	4/4	2	1	0					p											
60	60	238	238	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1087												
60	60	953/4	953/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1088												
60	60	477/2	477/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1089												
60	60	955/4	955/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1090												
60	60	239	239	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1091												
60	60	957/4	957/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1092												
60	60	479/2	479/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1093												
60	60	959/4	959/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1094												
61	61	961/4	961/4	0.0	1/16	1/16	Dynamic	4/4	1	1	0					f											
61	61	961/4	961/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1095										53		
61	61	481/2	481/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1096										53		
61	61	963/4	963/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1097												
61	61	965/4	965/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1098										54		
61	61	483/2	483/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1099										54		
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1100												
61	61	969/4	969/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1101										55		
61	61	485/2	485/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1102										55		
61	61	971/4	971/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1103												
61	61	973/4	973/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1104										56		
61	61	487/2	487/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1105										56		
61	61	975/4	975/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1106												
61	61	240	240	0.0	0	0	Dynamic	4/4	2	1	0					f											
