mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
100	91	182	182	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	884									
100	91	182	182	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	885									
100	91	182	182	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	886									
100	91	182	182	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	887									
100	91	365/2	365/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	888									
101	92	183	183	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	889									
101	92	733/4	733/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	890									
101	92	367/2	367/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	891									
101	92	735/4	735/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	892									
101	92	184	184	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	893									
101	92	737/4	737/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	894									
101	92	369/2	369/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	895									
101	92	739/4	739/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	896									
101	92	183	183	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	897									
101	92	183	183	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	898									
101	92	183	183	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	899									
101	92	183	183	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	900									
101	92	367/2	367/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	901									
101	92	184	184	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	902									
101	92	369/2	369/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	903									
102	93	185	185	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	904									
102	93	741/4	741/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	905									
102	93	186	186	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	906									
102	93	745/4	745/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	907									
102	93	373/2	373/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	908									
102	93	747/4	747/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	909									
102	93	185	185	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	910									
102	93	185	185	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	911									
102	93	185	185	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	912									
102	93	185	185	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	913									
102	93	371/2	371/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	914									
102	93	186	186	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	915									
102	93	373/2	373/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	916									
103	94	187	187	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	917									
103	94	749/4	749/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	918									
103	94	375/2	375/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	919									
103	94	751/4	751/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	920									
103	94	188	188	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	921									
103	94	753/4	753/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	922									
103	94	377/2	377/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	923									
103	94	755/4	755/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	924									
103	94	187	187	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	925									
103	94	187	187	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	926									
103	94	187	187	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	927									
103	94	187	187	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	928									
103	94	375/2	375/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	929									
103	94	188	188	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	930									
103	94	377/2	377/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	931									
104	95	189	189	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	932									
104	95	757/4	757/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	933									
104	95	379/2	379/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	934									
104	95	759/4	759/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	935									
104	95	190	190	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	936									
104	95	761/4	761/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	937									
104	95	381/2	381/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	938									
104	95	763/4	763/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	939									
104	95	189	189	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	940									
104	95	189	189	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	941									
104	95	189	189	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	942									
104	95	189	189	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	943									
104	95	379/2	379/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	944									
104	95	190	190	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	945									
104	95	190	190	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	946									
104	95	190	190	0.0		1/4	1/4	Chord	2/4	2	1	0	grace32	1/32	1	947									
104	95	190	190	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	948									
104	95	381/2	381/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	949									
105	96		191	1.0	1	0	0	Chord	2/4	1	1	1/4		1/4	1	950									
105	96		191	1.0	1	0	0	Chord	2/4	2	1	1/4		1/4	1	951									
106	96	191	192	0.0	2	0	0	SystemText	2/4	1	1	0							CODA						
106	96	191	192	1.0	2	0	0	Chord	2/4	1	1	1/4		1/4	1	952									
106	96	192	193	0.75	2	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	953									
106	96	771/4	775/4	0.25	2	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	954									
106	96	192	193	1.0	2	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	955									
106	96	191	192	0.0	2	0	0	Chord	2/4	2	1	0	grace32	1/32	1	956									
106	96	191	192	0.0	2	0	0	Chord	2/4	2	1	0	grace32	1/32	1	957									
106	96	191	192	0.0	2	0	0	Chord	2/4	2	1	0	grace32	1/32	1	958									
106	96	191	192	0.5	2	0	0	Chord	2/4	2	1	1/8		1/8	1	959									
106	96	383/2	385/2	0.5	2	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	960									
106	96	192	193	0.5	2	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	961									
106	96	385/2	387/2	0.5	2	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	962									
107	97	193	194	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	963									
107	97	193	194	0.0		0	0	Dynamic	2/4	1	2	0					f								
107	97	193	194	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	964									
107	97	193	194	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	965									
107	97	193	194	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	966									
107	97	193	194	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	967									
107	97	193	194	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	968									
107	97	387/2	389/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	969									
107	97	194	195	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	970									
107	97	389/2	391/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	971									
108	98	195	196	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	972									
108	98	195	196	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	973									
108	98	195	196	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	974									
108	98	195	196	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	975									
108	98	195	196	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	976									
108	98	195	196	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	977									
108	98	391/2	393/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	978									
108	98	196	197	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	979									
108	98	393/2	395/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	980									
109	99	197	198	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	981									17
109	99	789/4	793/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	982									
109	99	395/2	397/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	983		articStaccatoAbove							
109	99	791/4	795/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	984		articStaccatoAbove							
109	99	198	199	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	985									18
109	99	793/4	797/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	986									
109	99	397/2	399/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	987		articStaccatoAbove							
109	99	795/4	799/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	988		articStaccatoAbove							
109	99	197	198	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	989									
109	99	197	198	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	990									
109	99	197	198	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	991									
109	99	197	198	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	992									
109	99	395/2	397/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	993									
109	99	198	199	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	994									
109	99	397/2	399/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	995									
110	100	199	200	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	996									
110	100	199	200	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	997									
110	100	199	200	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	998									
110	100	199	200	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	999									
110	100	199	200	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1000									
110	100	399/2	401/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1001									
110	100	200	201	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1002									
110	100	401/2	403/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1003									
111	101	201	202	0.0		0	0	Chord	2/4	1	1	0	grace16	1/16	1	1004									
111	101	201	202	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1005									
111	101	403/2	405/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	1006									
111	101	403/2	405/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1007									
111	101	202	203	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	1008									
111	101	202	203	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1009									
111	101	405/2	407/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	1010									
111	101	405/2	407/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1011									
111	101	201	202	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1012									
111	101	201	202	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1013									
111	101	201	202	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1014									
111	101	201	202	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1015									
111	101	403/2	405/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1016									
111	101	202	203	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1017									
111	101	405/2	407/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1018									
112	102	203	204	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1019									19
112	102	409/2	411/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1020									
112	102	203	204	2.0		0	0	Chord	2/4	1	2	1/2		1/2	1	1021									
112	102	203	204	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1022									
112	102	203	204	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1023									
112	102	203	204	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1024									
112	102	203	204	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1025									
112	102	407/2	409/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1026									
112	102	204	205	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1027									
112	102	409/2	411/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1028									
113	103	205	206	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1029									
113	103	205	206	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1030									
113	103	205	206	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1031									
113	103	205	206	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1032									
113	103	205	206	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1033									
113	103	205	206	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1034									
113	103	411/2	413/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1035									
113	103	206	207	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1036									
113	103	413/2	415/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1037									
114	104	207	208	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1038									
114	104	207	208	1.0		0	0	Chord	2/4	1	2	1/4		1/4	1	1039									
114	104	207	208	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1040									
114	104	207	208	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1041									
114	104	207	208	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1042									
114	104	207	208	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1043									
114	104	415/2	417/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1044									
114	104	208	209	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1045									
114	104	417/2	419/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1046									
115	105	209	210	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1047									20
115	105	837/4	841/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1048									
115	105	419/2	421/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1049		articStaccatoAbove							
115	105	839/4	843/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1050		articStaccatoAbove							
115	105	210	211	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1051									21
115	105	841/4	845/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1052									
115	105	421/2	423/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1053		articStaccatoAbove							
115	105	843/4	847/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1054		articStaccatoAbove							
115	105	209	210	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1055									
115	105	209	210	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1056									
115	105	209	210	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1057									
115	105	209	210	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1058									
115	105	419/2	421/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1059									
115	105	210	211	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1060									
115	105	421/2	423/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1061									
116	106	211	212	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1062									
116	106	211	212	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1063									
116	106	211	212	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1064									
116	106	211	212	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1065									
116	106	211	212	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1066									
116	106	423/2	425/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1067									
116	106	212	213	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1068									
116	106	425/2	427/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1069									
117	107	213	214	0.0		0	0	Chord	2/4	1	1	0	grace16	1/16	1	1070									
117	107	213	214	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1071									
117	107	213	214	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1072									
117	107	213	214	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1073									
117	107	213	214	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1074									
117	107	213	214	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1075									
117	107	427/2	429/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1076									
117	107	214	215	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1077									
117	107	429/2	431/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1078									
118	108	215	216	0.0		0	0	Chord	2/4	1	1	0	grace16	1/16	1	1079									
118	108	215	216	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1080									
118	108	431/2	433/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	1081									
118	108	431/2	433/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1082									
118	108	216	217	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	1083									
118	108	216	217	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1084									
118	108	433/2	435/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	1085									
118	108	433/2	435/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1086									
118	108	215	216	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1087									
118	108	215	216	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1088									
118	108	215	216	0.0		0	0	Chord	2/4	2	1	0	grace32	1/32	1	1089									
118	108	215	216	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1090									
118	108	431/2	433/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1091									
118	108	216	217	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1092									
118	108	433/2	435/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1093									
119	109	217	218	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1094									
119	109	218	219	0.0		1/4	1/4	Dynamic	2/4	1	1	0					p								
119	109	218	219	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32	1/32	1	1095									
119	109	218	219	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32	1/32	1	1096									
119	109	218	219	0.75		1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1097									
119	109	875/4	879/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1098									
119	109	217	218	0.0		0	0	Dynamic	2/4	2	1	0					p								
119	109	217	218	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1099									
119	109	869/4	873/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1100									
119	109	435/2	437/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1101									
119	109	871/4	875/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1102									
119	109	218	219	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1103									
119	109	873/4	877/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1104									
119	109	437/2	439/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1105									
119	109	875/4	879/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1106									
120	110	219	220	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1107									
120	110	219	220	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1108									
120	110	219	220	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1109									
120	110	219	220	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1110									
120	110	877/4	881/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1111									
120	110	439/2	441/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1112									
120	110	879/4	883/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1113									
120	110	220	221	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1114									
120	110	881/4	885/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1115									
120	110	441/2	443/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1116									
120	110	883/4	887/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1117									
121	111	221	222	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1118									
121	111	221	222	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	1119									
121	111	221	222	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1120									
121	111	221	222	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1121									
121	111	885/4	889/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1122									
121	111	443/2	445/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1123									
121	111	887/4	891/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1124									
121	111	222	223	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1125									
121	111	889/4	893/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1126									
121	111	445/2	447/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1127									
121	111	891/4	895/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1128									
122	112	223	224	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1129									22
122	112	893/4	897/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1130									
122	112	447/2	449/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1131		articStaccatoAbove							
122	112	895/4	899/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1132		articStaccatoAbove							
122	112	224	225	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1133									23
122	112	897/4	901/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1134									
122	112	449/2	451/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1135		articStaccatoAbove							
122	112	899/4	903/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1136		articStaccatoAbove							
122	112	223	224	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1137									
122	112	893/4	897/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1138									
122	112	447/2	449/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1139									
122	112	895/4	899/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1140									
122	112	224	225	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1141									
122	112	897/4	901/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1142									
122	112	449/2	451/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1143									
122	112	899/4	903/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1144									
123	113	225	226	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1145									
123	113	225	226	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1146									
123	113	901/4	905/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1147									
123	113	451/2	453/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1148									
123	113	903/4	907/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1149									
123	113	226	227	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1150									
123	113	905/4	909/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1151									
123	113	453/2	455/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1152									
123	113	907/4	911/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1153									
124	114	227	228	0.0		0	0	Chord	2/4	1	1	0	grace16	1/16	1	1154									
124	114	227	228	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1155									
124	114	455/2	457/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	1156									
124	114	455/2	457/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1157									
124	114	228	229	0.0		1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	1158									
124	114	228	229	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1159									
124	114	457/2	459/2	0.0		3/8	3/8	Chord	2/4	1	1	0	grace16	1/16	1	1160									
124	114	457/2	459/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1161									
124	114	227	228	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1162									
124	114	909/4	913/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1163									
124	114	455/2	457/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1164									
124	114	911/4	915/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1165									
124	114	228	229	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1166									
124	114	913/4	917/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1167									
124	114	457/2	459/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1168									
124	114	915/4	919/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1169									
125	115	229	230	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1170									
125	115	461/2	463/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1171									
125	115	229	230	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1172									
125	115	917/4	921/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	1173									
125	115	459/2	461/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1174									
125	115	919/4	923/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1175									
