mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	slur	Trill:trill	crescendo_line
178	178	1417/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2089							263		
178	178	709	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2090							263		
178	178	1419/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2091									
178	178	710	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2092							264		
178	178	1421/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2093									
178	178	711	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2094							265		
178	178	1423/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2095									
178	178	708	4.0	0	0	Chord	2/2	2	2	1			1	1	2096									
179	179	712	0.0	0	0	Dynamic	2/2	1	1	0						p								
179	179	712	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2097									
179	179	1425/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2098									
179	179	1427/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2099									
179	179	714	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2100									
179	179	1429/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2101									
179	179	1431/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2102									
179	179	712	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2103									
179	179	713	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2104									
179	179	715	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2105							266		
179	179	712	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	2106									
179	179	713	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	2107									
179	179	715	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	2108									
180	180	716	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2109									
180	180	1433/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2110									
180	180	1435/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2111									
180	180	718	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2112									
180	180	1437/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2113									
180	180	1439/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2114									
180	180	716	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2115									
180	180	717	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2116		articStaccatoAbove							
180	180	719	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2117							267		
180	180	716	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	2118									
180	180	717	1.0	1/4	1/4	Chord	2/2	2	2	1/4			1/4	1	2119		articStaccatoBelow							
180	180	719	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	2120									
181	181	720	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2121									
181	181	1441/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2122									
181	181	1443/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2123									
181	181	722	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2124									
181	181	1445/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2125									
181	181	1447/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2126									
181	181	720	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2127							268		
181	181	721	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2128							268		
181	181	722	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2129							268		
181	181	723	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2130									
181	181	720	2.0	0	0	Chord	2/2	2	2	1/2			1/2	1	2131									
181	181	722	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	2132									
182	182	724	0.0	0	0	Dynamic	2/2	1	1	0						f								
182	182	724	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2133							269		
182	182	1449/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2134									
182	182	725	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2135							270		
182	182	1451/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2136									
182	182	726	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2137							271		
182	182	1453/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2138									
182	182	727	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2139							272		
182	182	1455/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2140									
182	182	724	4.0	0	0	Chord	2/2	2	1	1			1	1	2141									
183	183	728	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2142							273		
183	183	1457/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2143									
183	183	729	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2144							274		
183	183	1459/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2145									
183	183	730	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2146							275		
183	183	1461/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2147									
183	183	731	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2148							276		
183	183	1463/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2149									
184	184	732	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2150							277		
184	184	1465/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2151									
184	184	733	2.0	1/4	1/4	Chord	2/2	1	1	1/2			1/2	1	2152									
184	184	735	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2153									
184	184	732	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2154							278		
184	184	1465/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2155									
184	184	733	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2156							279		
184	184	1467/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2157									
184	184	734	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2158							280		
184	184	1469/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2159									
184	184	735	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2160							281		
184	184	1471/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2161									
185	185	736	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2162									
185	185	737	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2163		articStaccatoAbove					282		
185	185	738	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2164		articStaccatoAbove					282		
185	185	739	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2165		articStaccatoAbove							
185	185	736	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2166							283		
185	185	1473/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2167									
185	185	737	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2168							284		
185	185	1475/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2169									
185	185	738	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2170							285		
185	185	1477/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2171							285		
185	185	739	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2172							285		
185	185	1479/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2173									
186	186	740	0.0	0	0	Dynamic	2/2	1	1	0						p								
186	186	740	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2174									
186	186	741	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2175							286		
186	186	742	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2176							286		
186	186	743	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2177									
186	186	740	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2178									
186	186	1481/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2179									
186	186	1483/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2180									
186	186	742	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2181									
186	186	1485/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2182									
186	186	1487/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2183									
187	187	744	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2184									
187	187	745	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2185							287		
187	187	746	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2186							287		
187	187	747	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2187									
187	187	744	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2188									
187	187	1489/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2189									
187	187	1491/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2190									
187	187	746	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2191									
187	187	1493/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2192									
187	187	1495/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2193									
188	188	748	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2194									
188	188	749	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2195							288		
188	188	750	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2196							288		
188	188	751	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2197									
188	188	748	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2198									
188	188	1497/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2199									
188	188	1499/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2200									
188	188	750	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2201									
188	188	1501/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2202									
188	188	1503/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2203									
189	189	752	0.0	0	0	Dynamic	2/2	1	1	0						f								
189	189	752	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2204									
189	189	1505/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2205									
189	189	1507/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2206									
189	189	754	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2207									
189	189	1509/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2208									
189	189	1511/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2209									
189	189	752	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2210									
189	189	753	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2211									
189	189	754	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2212									
189	189	755	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2213									
190	190	756	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2214									
190	190	1513/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2215									
190	190	1515/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2216									
190	190	758	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2217									
190	190	1517/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2218									
190	190	1519/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2219									
190	190	756	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2220									
190	190	757	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2221									
190	190	758	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2222									
190	190	759	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2223									
191	191	760	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2224									
191	191	1521/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2225									
191	191	1523/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2226									
191	191	762	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2227									
191	191	1525/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2228									
191	191	1527/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2229									
191	191	760	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2230									
191	191	761	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2231									
191	191	762	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2232									
191	191	763	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2233									
192	192	764	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2234									
192	192	1529/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2235									
192	192	1531/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2236									
192	192	766	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2237									
192	192	1533/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2238									
192	192	1535/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2239									
192	192	764	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2240									
192	192	765	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2241									
192	192	766	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2242									
192	192	767	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2243									
193	193	768	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2244									
193	193	1537/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2245									
193	193	1539/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2246							289		
193	193	770	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2247									
193	193	1541/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2248		articStaccatoAbove							
193	193	771	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2249							290		
193	193	1543/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2250									
193	193	768	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2251									
193	193	1537/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2252									
193	193	769	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2253									
193	193	1539/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2254									
193	193	770	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2255									
193	193	1541/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2256									
193	193	771	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2257									
193	193	1543/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2258									
194	194	772	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2259		articStaccatoAbove							
194	194	1545/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2260		articStaccatoAbove							
194	194	1547/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2261							291		
194	194	774	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2262									
194	194	1549/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2263		articStaccatoAbove							
194	194	775	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2264							292		
194	194	1551/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2265									
194	194	772	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2266									
194	194	1545/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2267									
194	194	773	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2268									
194	194	1547/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2269									
194	194	774	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2270									
194	194	1549/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2271									
194	194	775	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2272									
194	194	1551/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2273									
195	195	776	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2274		articStaccatoAbove							
195	195	1553/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2275		articStaccatoAbove							
195	195	1555/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2276							293		
195	195	778	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2277									
195	195	1557/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2278									
195	195	1559/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2279							294		
195	195	776	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2280									
195	195	1553/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2281									
195	195	777	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2282									
195	195	1555/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2283									
195	195	778	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2284									
195	195	1557/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2285									
195	195	779	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2286									
195	195	1559/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2287									
196	196	780	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2288									
196	196	1561/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2289		articStaccatoAbove							
196	196	781	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2290		articStaccatoAbove							
196	196	1563/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2291		articStaccatoAbove							
196	196	782	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2292		articStaccatoAbove							
196	196	1565/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	2293		articStaccatoAbove							
196	196	783	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2294		articStaccatoAbove							
196	196	1567/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2295		articStaccatoAbove							
196	196	780	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2296									
196	196	1561/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2297									
196	196	781	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2298									
196	196	1563/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2299									
196	196	782	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2300									
196	196	1565/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2301									
196	196	783	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2302									
196	196	1567/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2303									
197	197	784	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	2304									
197	197	1571/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	2305		ornamentTrill					295		
197	197	3143/4	0.125	7/16	7/16	Chord	2/2	1	1	1/32			1/32	1	2306							295		
197	197	6287/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32			1/32	1	2307									
197	197	786	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	2308									
197	197	1575/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	2309		ornamentTrill					296		
197	197	3151/4	0.125	15/16	15/16	Chord	2/2	1	1	1/32			1/32	1	2310							296		
197	197	6303/8	0.125	31/32	31/32	Chord	2/2	1	1	1/32			1/32	1	2311									
197	197	784	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	2312									
197	197	786	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	2313									
198	198	788	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	2314									
198	198	790	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	2315									
198	198	3161/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	2316									
198	198	1581/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	2317									
198	198	3163/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	2318									
198	198	791	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	2319									
198	198	3165/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	2320									
198	198	1583/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	2321									
198	198	3167/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	2322									
198	198	788	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	2323									
198	198	790	0.0	1/2	1/2	StaffText	2/2	2	1	0								ad libitum						
199	198	794	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2324							297		
199	198	792	0.25	0	0	Chord	2/2	2	1	1/16			1/16	1	2325									
199	198	3169/4	0.25	1/16	1/16	Chord	2/2	2	1	1/16			1/16	1	2326									
199	198	1585/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16			1/16	1	2327									
199	198	3171/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	2328									
199	198	793	0.25	1/4	1/4	Chord	2/2	2	1	1/16			1/16	1	2329									
199	198	3173/4	0.25	5/16	5/16	Chord	2/2	2	1	1/16			1/16	1	2330									
199	198	1587/2	0.25	3/8	3/8	Chord	2/2	2	1	1/16			1/16	1	2331									
199	198	794	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	2332									
199	198	3175/4	0.5	7/16	7/16	Chord	2/2	2	2	1/8			1/8	1	2333									
200	198	796	0.0625	0	0	Chord	2/2	1	1	1/64			1/64	1	2334							298		
200	198	12737/16	0.0625	1/64	1/64	Chord	2/2	1	1	1/64			1/64	1	2335							298		
200	198	6369/8	0.0625	1/32	1/32	Chord	2/2	1	1	1/64			1/64	1	2336							298		
200	198	12739/16	0.0625	3/64	3/64	Chord	2/2	1	1	1/64			1/64	1	2337							298		
200	198	3185/4	0.0625	1/16	1/16	Chord	2/2	1	1	1/64			1/64	1	2338							298		
200	198	12741/16	0.0625	5/64	5/64	Chord	2/2	1	1	1/64			1/64	1	2339							298		
200	198	6371/8	0.0625	3/32	3/32	Chord	2/2	1	1	1/64			1/64	1	2340							298		
200	198	12743/16	0.0625	7/64	7/64	Chord	2/2	1	1	1/64			1/64	1	2341							298		
200	198	1593/2	0.0625	1/8	1/8	Chord	2/2	1	1	1/64			1/64	1	2342							298		
200	198	12745/16	0.0625	9/64	9/64	Chord	2/2	1	1	1/64			1/64	1	2343							298		
200	198	6373/8	0.0625	5/32	5/32	Chord	2/2	1	1	1/64			1/64	1	2344							298		
200	198	12747/16	0.0625	11/64	11/64	Chord	2/2	1	1	1/64			1/64	1	2345							298		
200	198	3187/4	0.0625	3/16	3/16	Chord	2/2	1	1	1/64			1/64	1	2346							298		
200	198	12749/16	0.0625	13/64	13/64	Chord	2/2	1	1	1/64			1/64	1	2347							298		
200	198	6375/8	0.0625	7/32	7/32	Chord	2/2	1	1	1/64			1/64	1	2348							298		
200	198	12751/16	0.0625	15/64	15/64	Chord	2/2	1	1	1/64			1/64	1	2349									
200	198	797	0.0625	1/4	1/4	Chord	2/2	1	1	1/64			1/64	1	2350							299		
200	198	12753/16	0.0625	17/64	17/64	Chord	2/2	1	1	1/64			1/64	1	2351							299		
200	198	6377/8	0.0625	9/32	9/32	Chord	2/2	1	1	1/64			1/64	1	2352							299		
200	198	12755/16	0.0625	19/64	19/64	Chord	2/2	1	1	1/64			1/64	1	2353							299		
200	198	3189/4	0.0625	5/16	5/16	Chord	2/2	1	1	1/64			1/64	1	2354							299		
200	198	12757/16	0.0625	21/64	21/64	Chord	2/2	1	1	1/64			1/64	1	2355							299		
200	198	6379/8	0.0625	11/32	11/32	Chord	2/2	1	1	1/64			1/64	1	2356							299		
200	198	12759/16	0.0625	23/64	23/64	Chord	2/2	1	1	1/64			1/64	1	2357							299		
200	198	1595/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2358									
200	198	6387/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32			1/32	1	2359									
200	198	1597/2	0.0	5/8	5/8	Chord	2/2	1	1	0	grace32		1/32	1	2360									
200	198	1597/2	0.0	5/8	5/8	Chord	2/2	1	1	0	grace32		1/32	1	2361									
200	198	1597/2	0.0	5/8	5/8	Chord	2/2	1	1	0	grace32		1/32	1	2362									
200	198	1597/2	4.0	5/8	5/8	Chord	2/2	1	1	1			1	1	2363		ornamentTrill							
200	198	1605/2	0.125	13/8	13/8	Chord	2/2	1	1	1/32			1/32	1	2364							300		
200	198	6421/8	0.125	53/32	53/32	Chord	2/2	1	1	1/32			1/32	1	2365							300		
200	198	3211/4	0.125	27/16	27/16	Chord	2/2	1	1	1/32			1/32	1	2366							300		
200	198	6423/8	0.125	55/32	55/32	Chord	2/2	1	1	1/32			1/32	1	2367							300		
200	198	803	0.125	7/4	7/4	Chord	2/2	1	1	1/32			1/32	1	2368							300		
200	198	6425/8	0.125	57/32	57/32	Chord	2/2	1	1	1/32			1/32	1	2369							300		
200	198	3213/4	0.125	29/16	29/16	Chord	2/2	1	1	1/32			1/32	1	2370							300		
200	198	6427/8	0.125	59/32	59/32	Chord	2/2	1	1	1/32			1/32	1	2371							300		
200	198	1607/2	0.125	15/8	15/8	Chord	2/2	1	1	1/32			1/32	1	2372							300		
200	198	6429/8	0.125	61/32	61/32	Chord	2/2	1	1	1/32			1/32	1	2373							300		
200	198	3215/4	0.125	31/16	31/16	Chord	2/2	1	1	1/32			1/32	1	2374							300		
200	198	6431/8	0.125	63/32	63/32	Chord	2/2	1	1	1/32			1/32	1	2375									
200	198	802	2.0	3/2	3/2	Chord	2/2	2	1	1/2			1/2	1	2376									
201	198	804	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	2377							301		
201	198	3217/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	2378									
201	198	1609/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	2379		articStaccatoAbove							
201	198	3219/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	2380		articStaccatoAbove							
201	198	805	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	2381							302		
201	198	3221/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	2382									
201	198	1611/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	2383		articStaccatoAbove							
