mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur	crescendo_line
61	61	721/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	880						
61	61	361/2	0.0		1/8	1/8	Dynamic	3/4	1	1	0						p					
61	61	361/2	1.0		1/8	1/8	Chord	3/4	1	1	1/4			1/4	1	881						
61	61	363/2	0.125		3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	882					170	
61	61	1453/8	0.125		13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	883					170	
61	61	727/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	884					170	
61	61	1455/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	885					170	
61	61	182	0.125		1/2	1/2	Chord	3/4	1	1	1/32			1/32	1	886					170	
61	61	1457/8	0.125		17/32	17/32	Chord	3/4	1	1	1/32			1/32	1	887					170	
61	61	729/4	0.125		9/16	9/16	Chord	3/4	1	1	1/32			1/32	1	888					170	
61	61	1459/8	0.125		19/32	19/32	Chord	3/4	1	1	1/32			1/32	1	889					170	
61	61	365/2	0.125		5/8	5/8	Chord	3/4	1	1	1/32			1/32	1	890					170	
61	61	1461/8	0.125		21/32	21/32	Chord	3/4	1	1	1/32			1/32	1	891					170	
61	61	731/4	0.125		11/16	11/16	Chord	3/4	1	1	1/32			1/32	1	892					170	
61	61	1463/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	893						
61	61	180	0.0		0	0	Dynamic	3/4	1	2	0						sf					
61	61	180	0.5		0	0	Chord	3/4	1	2	1/8			1/8	1	894						
61	61	180	0.0		0	0	Dynamic	3/4	2	1	0						sfp					
61	61	180	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	895					171	
61	61	721/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	896					171	
61	61	361/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	897					171	
61	61	723/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	898					171	
61	61	181	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	899					171	
61	61	725/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	900					171	
61	61	363/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	901					171	
61	61	727/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	902					171	
61	61	182	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	903					171	
61	61	729/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	904					171	
61	61	365/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	905					171	
61	61	731/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	906						
62	62	183	0.125		0	0	Chord	3/4	1	1	1/32			1/32	1	907					172	
62	62	1465/8	0.125		1/32	1/32	Chord	3/4	1	1	1/32			1/32	1	908					172	
62	62	733/4	0.125		1/16	1/16	Chord	3/4	1	1	1/32			1/32	1	909					172	
62	62	1467/8	0.125		3/32	3/32	Chord	3/4	1	1	1/32			1/32	1	910					172	
62	62	367/2	0.08333333333333333		1/8	1/8	Chord	3/4	1	1	1/48			1/32	2/3	911					172, 173	
62	62	2203/12	0.08333333333333333		7/48	7/48	Chord	3/4	1	1	1/48			1/32	2/3	912					172, 173	
62	62	551/3	0.08333333333333333		1/6	1/6	Chord	3/4	1	1	1/48			1/32	2/3	913					172	
62	62	735/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	914					172, 174	
62	62	1471/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	915						
62	62	184	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	916						
62	62	369/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	917					175	
62	62	185	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	918					175	
62	62	371/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	919						
62	62	183	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	920						
62	62	369/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	921					176	
62	62	185	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	922					176	
62	62	371/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	923						
63	63	186	0.25		0	0	Chord	3/4	1	1	1/16			1/16	1	924					177	
63	63	745/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	925					177	
63	63	373/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	926					177	
63	63	747/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	927						
63	63	187	1.0		1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	928						
63	63	186	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	929					178	
63	63	187	1.0		1/4	1/4	Chord	3/4	1	2	1/4			1/4	1	930						
63	63	186	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	931						
63	63	187	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	932						
63	63	749/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	933					179	
63	63	375/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	934					179	
63	63	751/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	935						
63	63	188	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	936					180	
63	63	753/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	937					180	
63	63	377/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	938					180	
63	63	755/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	939						
64	64	189	0.0		0	0	Chord	3/4	1	1	0	grace16		1/16	1	940						
64	64	189	1.5		0	0	Chord	3/4	1	1	3/8			1/4	3/2	941						
64	64	381/2	0.125		3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	942					181	
64	64	1525/8	0.125		13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	943					181	
64	64	763/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	944					181	
64	64	1527/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	945					181	
64	64	191	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	946					181	
64	64	383/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	947						
64	64	189	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	948					182	
64	64	379/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	949					182	
64	64	190	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	950					182	
64	64	381/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	951						
64	64	191	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	952					183	
64	64	383/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	953						
65	65	192	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	954					184	
65	65	385/2	0.125		1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	955					184	
65	65	1541/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	956					184	
65	65	771/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	957					184	
65	65	1543/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	958						
65	65	193	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	959						
65	65	387/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	960		articStaccatoAbove			185	
65	65	194	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	961		articStaccatoAbove			185	
65	65	389/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	962		articStaccatoAbove				
65	65	192	0.5		0	0	Chord	3/4	1	2	1/8			1/8	1	963					186	
65	65	385/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	964						
65	65	193	0.5		1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	965						
65	65	192	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	966					187	
65	65	385/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	967						
65	65	193	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	968						
66	66	195	1.5		0	0	Chord	3/4	1	1	3/8			1/4	3/2	969					188	
66	66	393/2	0.125		3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	970					188	
66	66	1573/8	0.125		13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	971					188	
66	66	787/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	972					188	
66	66	1575/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	973					188	
66	66	197	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	974						
66	66	395/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	975						
66	66	395/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	976						
66	66	391/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	977						
66	66	196	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	978						
66	66	393/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	979						
66	66	197	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	980						
66	66	395/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	981						
66	66	395/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8			1/8	1	982						
67	67	198	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	983					189	
67	67	397/2	0.125		1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	984					189	
67	67	1589/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	985					189	
67	67	795/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	986					189	
67	67	1591/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	987						
67	67	199	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	988						
67	67	198	0.5		0	0	Chord	3/4	1	2	1/8			1/8	1	989					190	
67	67	397/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	990						
67	67	199	0.5		1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	991						
67	67	198	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	992					191	
67	67	397/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	993						
67	67	199	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	994						
67	67	399/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	995		articStaccatoBelow			192	
67	67	200	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	996		articStaccatoBelow			192	
67	67	401/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	997		articStaccatoBelow				
68	68	201	1.5		0	0	Chord	3/4	1	1	3/8			1/4	3/2	998					193	
68	68	405/2	0.0		3/8	3/8	Chord	3/4	1	1	0	grace32		1/32	1	999					193	
68	68	405/2	0.0		3/8	3/8	Chord	3/4	1	1	0	grace32		1/32	1	1000					193	
68	68	405/2	0.0		3/8	3/8	Chord	3/4	1	1	0	grace32		1/32	1	1001					193	
68	68	405/2	0.0		3/8	3/8	Chord	3/4	1	1	0	grace32		1/32	1	1002					193	
68	68	405/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1003					193	
68	68	811/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1004						
68	68	203	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1005					194	
68	68	813/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1006					194	
68	68	407/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1007					194	
68	68	815/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1008						
68	68	403/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1009						
68	68	202	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1010						
68	68	405/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1011						
68	68	203	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1012						
68	68	407/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1013						
69	69	204	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	1014						
69	69	205	0.25		1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	1015					195	
69	69	821/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	1016					195	
69	69	411/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	1017					195	
69	69	823/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	1018					195	
69	69	206	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1019					195	
69	69	825/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1020					195	
69	69	413/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1021					195	
69	69	827/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1022						
69	69	409/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1023					196	
69	69	205	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1024						
69	69	411/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1025						
69	69	206	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1026						
69	69	413/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1027						
69	69	409/2	1.0		1/8	1/8	Chord	3/4	2	2	1/4			1/4	1	1028						
70	70	207	0.16666666666666666		0	0	Chord	3/4	1	1	1/24			1/16	2/3	1029						
70	70	1243/6	0.16666666666666666		1/24	1/24	Chord	3/4	1	1	1/24			1/16	2/3	1030						
70	70	622/3	0.16666666666666666		1/12	1/12	Chord	3/4	1	1	1/24			1/16	2/3	1031						
70	70	415/2	0.16666666666666666		1/8	1/8	Chord	3/4	1	1	1/24			1/16	2/3	1032						
70	70	623/3	0.16666666666666666		1/6	1/6	Chord	3/4	1	1	1/24			1/16	2/3	1033						
70	70	1247/6	0.16666666666666666		5/24	5/24	Chord	3/4	1	1	1/24			1/16	2/3	1034						
70	70	208	0.0		1/4	1/4	Chord	3/4	1	1	0	grace16		1/16	1	1035						
70	70	208	1.0		1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1036						
70	70	209	0.25		1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	1037					197	
70	70	837/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	1038						
70	70	419/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	1039						
70	70	839/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	1040						
70	70	209	1.0		1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	1041						
70	70	207	0.5		0	0	Chord	3/4	2	1	1/8			1/8	1	1042						
70	70	415/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1043						
70	70	208	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1044						
70	70	417/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1045						
70	70	209	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1046						
70	70	419/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1047						
71	71	210	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	1048						
71	71	423/2	0.0		3/8	3/8	Dynamic	3/4	1	1	0						f					
71	71	423/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1049		articStaccatoBelow			198	
71	71	212	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1050		articStaccatoBelow			198	
71	71	425/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1051		articStaccatoBelow				
71	71	210	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	1052						
71	71	841/4	0.0		1/16	1/16	Dynamic	3/4	2	1	0						sf					
71	71	841/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1053					199	
71	71	421/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1054					199	
71	71	843/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1055					199	
71	71	211	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1056					199	
71	71	845/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1057					199	
71	71	423/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1058					199	
71	71	847/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1059					199	
71	71	212	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1060					199	
71	71	849/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1061					199	
71	71	425/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1062					199	
71	71	851/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1063						
72	72	213	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	1064					200	
72	72	427/2	0.125		1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	1065					200	
72	72	1709/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	1066					200	
72	72	855/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	1067					200	
72	72	1711/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	1068					200	
72	72	214	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1069						
72	72	429/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1070					201	
72	72	215	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1071					201	
72	72	431/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1072						
72	72	213	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	1073						
72	72	429/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	1074					202	
72	72	215	0.5		1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	1075					202	
72	72	431/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1076						
72	72	213	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	1077					203	
72	72	853/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1078					203	
72	72	427/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1079					203	
72	72	855/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1080					203	
72	72	214	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1081					203	
72	72	857/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1082					203	
72	72	429/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1083					203	
72	72	859/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1084						
72	72	215	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1085					204	
72	72	861/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1086					204	
72	72	431/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1087					204	
72	72	863/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1088						
73	73	216	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	1089						
73	73	433/2	0.125		1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	1090					205	
73	73	1733/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	1091					205	
73	73	867/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	1092					205	
73	73	1735/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	1093					205	
73	73	217	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1094						
73	73	435/2	0.0		3/8	3/8	Dynamic	3/4	1	1	0						p					
73	73	435/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1095					206	
73	73	218	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1096					206	
73	73	437/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1097						
73	73	216	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	1098						
73	73	216	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	1099					207	
73	73	865/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1100					207	
73	73	433/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1101					207	
73	73	867/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1102						
73	73	217	0.5		1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1103		articStaccatoAbove				
73	73	435/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1104					208	
73	73	218	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1105					208	
73	73	437/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1106						
74	74	219	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	1107						
74	74	439/2	0.125		1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	1108					209	
74	74	1757/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	1109					209	
74	74	879/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	1110					209	
74	74	1759/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	1111					209	
74	74	220	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1112						
74	74	441/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1113					210	
74	74	221	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1114					210	
74	74	443/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1115						
74	74	219	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	1116						
74	74	441/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1117					211	
74	74	221	0.5		1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1118					211	
74	74	443/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1119						
74	74	441/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	1120						
74	74	221	1.0		1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	1121						
75	75	222	0.75		0	0	Chord	3/4	1	1	3/16			1/8	3/2	1122					212	
75	75	891/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	1123					212	
75	75	223	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1124						
75	75	447/2	0.0		3/8	3/8	Dynamic	3/4	1	1	0						f					
75	75	447/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1125		articStaccatoAbove			213	
75	75	224	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1126		articStaccatoAbove			213	
75	75	449/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1127		articStaccatoAbove				
75	75	222	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	1128					214	
75	75	223	0.5		1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	1129						
75	75	222	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	1130					215	
75	75	223	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1131						
75	75	893/4	0.0		5/16	5/16	Dynamic	3/4	2	1	0						sf					
75	75	893/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1132					216	
75	75	447/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1133					216	
75	75	895/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1134					216	
75	75	224	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1135					216	
75	75	897/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1136					216	
75	75	449/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1137					216	
75	75	899/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1138						
75	75	222	1.0		0	0	Chord	3/4	2	2	1/4			1/4	1	1139					217	
75	75	223	0.25		1/4	1/4	Chord	3/4	2	2	1/16			1/16	1	1140						
76	76	225	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	1141						
76	76	451/2	0.125		1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	1142					218	
76	76	1805/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	1143					218	
76	76	903/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	1144					218	
76	76	1807/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	1145					218	
76	76	226	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1146						
76	76	453/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1147					219	
76	76	227	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1148					219	
76	76	455/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1149						
76	76	225	1.0		0	0	Chord	3/4	1	2	1/4			1/4	1	1150						
76	76	453/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	1151					220	
76	76	227	0.5		1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	1152					220	
76	76	455/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	1153						
76	76	225	0.25		0	0	Chord	3/4	2	1	1/16			1/16	1	1154					221	
76	76	901/4	0.25		1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	1155					221	
76	76	451/2	0.25		1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	1156					221	
76	76	903/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	1157					221	
76	76	226	0.25		1/4	1/4	Chord	3/4	2	1	1/16			1/16	1	1158					221	
76	76	905/4	0.25		5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	1159					221	
76	76	453/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	1160					221	
76	76	907/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	1161					221	
76	76	227	0.25		1/2	1/2	Chord	3/4	2	1	1/16			1/16	1	1162					221	
76	76	909/4	0.25		9/16	9/16	Chord	3/4	2	1	1/16			1/16	1	1163					221	
76	76	455/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16			1/16	1	1164					221	
76	76	911/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16			1/16	1	1165						
77	77	228	0.5		0	0	Chord	3/4	1	1	1/8			1/8	1	1166						
77	77	457/2	0.125		1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	1167					222	
77	77	1829/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	1168					222	
77	77	915/4	0.125		3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	1169					222	
77	77	1831/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	1170					222	
77	77	229	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1171						
77	77	459/2	0.0		3/8	3/8	Dynamic	3/4	1	1	0						p					
