mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line
213	210	2591/4	2591/4	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	2337										
213	210	2591/4	2591/4	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	2338										
213	210	2597/4	2597/4	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	2339										
214	211	2603/4	2603/4	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2340										
214	211	2609/4	2609/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2341										
214	211	2611/4	2611/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2342									153	
214	211	2613/4	2613/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2343									153	
214	211	2603/4	2603/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	2344										
214	211	2609/4	2609/4	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	2345										
214	211	2603/4	2603/4	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	2346										
214	211	2609/4	2609/4	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	2347										
215	212	2615/4	2615/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2348										
215	212	2617/4	2617/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2349		articStaccatoAbove								
215	212	2619/4	2619/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2350		articStaccatoAbove								
215	212	2621/4	2621/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2351		articStaccatoAbove								
215	212	2623/4	2623/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2352		articStaccatoAbove								
215	212	2625/4	2625/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2353		articStaccatoAbove								
215	212	2615/4	2615/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2354										
215	212	2621/4	2621/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2355										
215	212	2625/4	2625/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2356										
215	212	2615/4	2615/4	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	2357										
216	213	2627/4	2627/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	2358									154	
216	213	2631/4	2631/4	0.25	1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	2359									154	
216	213	658	658	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2360									154	
216	213	2633/4	2633/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2361										
216	213	2627/4	2627/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	2362									155	
216	213	2633/4	2633/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2363										
217	214	2639/4	2639/4	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2364										
217	214	2645/4	2645/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2365									156	
217	214	2647/4	2647/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2366									156	
217	214	2649/4	2649/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2367										
217	214	2639/4	2639/4	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2368										
217	214	2645/4	2645/4	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2369										
218	215	2651/4	2651/4	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	2370										
218	215	2651/4	2651/4	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	2371										
218	215	2657/4	2657/4	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	2372										
218	215	2651/4	2651/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	2373										
218	215	2657/4	2657/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2374									157	
218	215	2659/4	2659/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2375									157	
218	215	2661/4	2661/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2376										
219	216	2663/4	2663/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	2377										
219	216	2667/4	2667/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2378										
219	216	2669/4	2669/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2379										
219	216	2673/4	2673/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2380										
219	216	2663/4	2663/4	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	2381										
219	216	2667/4	2667/4	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	2382										
219	216	2669/4	2669/4	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	2383										
219	216	2663/4	2663/4	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	2384									158	
219	216	2667/4	2667/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2385										
219	216	2669/4	2669/4	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	2386									159	
219	216	2673/4	2673/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2387										
220	217	2675/4	2675/4	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	2388										
220	217	2679/4	2679/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2389										
220	217	2681/4	2681/4	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	2390										
220	217	2675/4	2675/4	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	2391									160	
220	217	2679/4	2679/4	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2392										
220	217	2681/4	2681/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2393									161	
220	217	2683/4	2683/4	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2394									161	
220	217	2685/4	2685/4	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2395										
221	218	2687/4	2687/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2396									162	
221	218	2689/4	2689/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2397										
221	218	2691/4	2691/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2398		articStaccatoAbove								
221	218	2693/4	2693/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2399										
221	218	2695/4	2695/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2400										
221	218	2697/4	2697/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2401										
221	218	2687/4	2687/4	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	2402										
221	218	2687/4	2687/4	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	2403										
221	218	2693/4	2693/4	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	2404										
222	219	2699/4	2699/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2405									163	
222	219	2701/4	2701/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2406										
222	219	2703/4	2703/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2407		articStaccatoAbove								
222	219	2705/4	2705/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2408									164	
222	219	2707/4	2707/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2409										
222	219	2709/4	2709/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2410		articStaccatoAbove								
222	219	2699/4	2699/4	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	2411										
222	219	2705/4	2705/4	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	2412										
222	219	2699/4	2699/4	1.5	0	0	Chord	6/8	2	2	3/8		1/4	3/2	2413										
222	219	2705/4	2705/4	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	2414										
223	220	2711/4	2711/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2415										
223	220	2713/4	2713/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2416										
223	220	2715/4	2715/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2417										
223	220	2717/4	2717/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2418										
223	220	2719/4	2719/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2419										
223	220	2721/4	2721/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2420										
223	220	2711/4	2711/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2421										
223	220	2717/4	2717/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2422										
223	220	2711/4	2711/4	0.5	0	0	Chord	6/8	2	2	1/8		1/8	1	2423										
224	221	2723/4	2723/4	0.0	0	0	Dynamic	6/8	1	1	0					f									
224	221	2723/4	2723/4	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2424										
224	221	2729/4	2729/4	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2425										
224	221	2723/4	2723/4	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2426										
224	221	681	681	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2427										
224	221	2725/4	2725/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2428										
224	221	1363/2	1363/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2429										
224	221	2727/4	2727/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2430										
224	221	682	682	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2431										
224	221	2729/4	2729/4	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2432										
224	221	1365/2	1365/2	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2433										
224	221	2731/4	2731/4	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2434										
224	221	683	683	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2435										
224	221	2733/4	2733/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2436										
224	221	1367/2	1367/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2437										
225	222	2735/4	2735/4	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	2438									165	
225	222	684	684	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2439									165	
225	222	2737/4	2737/4	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	2440									165	
225	222	1369/2	1369/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	2441									165	
225	222	2739/4	2739/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2442										
225	222	2741/4	2741/4	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2443									166	
225	222	1371/2	1371/2	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2444									166	
225	222	2743/4	2743/4	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2445									166	
225	222	686	686	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2446									166	
225	222	2745/4	2745/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2447									166	
225	222	1373/2	1373/2	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2448										
225	222	2735/4	2735/4	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2449										
225	222	684	684	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2450										
225	222	2737/4	2737/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2451										
225	222	1369/2	1369/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2452										
225	222	2739/4	2739/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2453										
225	222	685	685	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2454										
225	222	2741/4	2741/4	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2455										
225	222	1371/2	1371/2	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2456										
225	222	2743/4	2743/4	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2457										
225	222	686	686	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2458										
225	222	2745/4	2745/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2459										
225	222	1373/2	1373/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2460										
226	223	2747/4	2747/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2461		articStaccatoBelow								
226	223	2749/4	2749/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2462		articStaccatoBelow								
226	223	2751/4	2751/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2463		articStaccatoBelow								
226	223	2753/4	2753/4	0.0	3/8	3/8	Dynamic	6/8	1	1	0					p									
226	223	2753/4	2753/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2464		articStaccatoAbove								
226	223	2755/4	2755/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2465		articStaccatoAbove								
226	223	2747/4	2747/4	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2466										
226	223	687	687	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2467										
226	223	2749/4	2749/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2468										
226	223	1375/2	1375/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2469										
226	223	2751/4	2751/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2470										
226	223	688	688	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2471										
226	223	2753/4	2753/4	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2472										
226	223	1377/2	1377/2	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2473										
226	223	2755/4	2755/4	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2474										
226	223	689	689	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2475										
226	223	2757/4	2757/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2476										
226	223	1379/2	1379/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2477										
227	224	2759/4	2759/4	0.0	0	0	Dynamic	6/8	1	1	0					f									
227	224	2759/4	2759/4	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	2478									167	
227	224	690	690	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2479									167	
227	224	2761/4	2761/4	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	2480									167	
227	224	1381/2	1381/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	2481									167	
227	224	2763/4	2763/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2482										
227	224	2765/4	2765/4	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2483									168	
227	224	1383/2	1383/2	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2484									168	
227	224	2767/4	2767/4	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2485									168	
227	224	692	692	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2486									168	
227	224	2769/4	2769/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2487									168	
227	224	1385/2	1385/2	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2488										
227	224	2759/4	2759/4	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2489										
227	224	690	690	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2490										
227	224	2761/4	2761/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2491										
227	224	1381/2	1381/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2492										
227	224	2763/4	2763/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2493										
227	224	691	691	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2494										
227	224	2765/4	2765/4	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2495										
227	224	1383/2	1383/2	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2496										
227	224	2767/4	2767/4	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2497										
227	224	692	692	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2498										
227	224	2769/4	2769/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2499										
227	224	1385/2	1385/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2500										
228	225	2771/4	2771/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2501		articStaccatoBelow								
228	225	2773/4	2773/4	0.0	1/8	1/8	Dynamic	6/8	1	1	0					p									
228	225	2773/4	2773/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2502		articStaccatoBelow								
228	225	2775/4	2775/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2503		articStaccatoBelow								
228	225	2777/4	2777/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2504		articStaccatoAbove								
228	225	2779/4	2779/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2505		articStaccatoAbove								
228	225	2771/4	2771/4	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2506										
228	225	693	693	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2507										
228	225	2773/4	2773/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2508										
228	225	1387/2	1387/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2509										
228	225	2775/4	2775/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2510										
228	225	694	694	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2511										
228	225	2777/4	2777/4	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2512										
228	225	1389/2	1389/2	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2513										
228	225	2779/4	2779/4	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2514										
228	225	695	695	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2515										
228	225	2781/4	2781/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2516										
228	225	1391/2	1391/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2517										
229	226	2785/4	2785/4	0.0	1/8	1/8	Dynamic	6/8	1	1	0					p									
229	226	2785/4	2785/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2518									169	
229	226	2787/4	2787/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2519										
229	226	2791/4	2791/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2520									170	
229	226	2793/4	2793/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2521										
229	226	2783/4	2783/4	0.0	0	0	Dynamic	6/8	2	1	0					p									
229	226	2783/4	2783/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2522										
229	226	2789/4	2789/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2523										
230	227	2797/4	2797/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2524									171	
230	227	2799/4	2799/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2525										
230	227	2803/4	2803/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2526									172	
230	227	2805/4	2805/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2527										
230	227	2795/4	2795/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2528										
230	227	2801/4	2801/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2529										
231	228	2809/4	2809/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2530									173	
231	228	2811/4	2811/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2531										
231	228	2815/4	2815/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2532									174	
231	228	2817/4	2817/4	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2533										
231	228	2807/4	2807/4	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	2534										
231	228	2813/4	2813/4	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2535										
232	229	2819/4	2819/4	0.0	0	0	Dynamic	6/8	1	1	0					f									
232	229	2819/4	2819/4	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	2536										
232	229	2825/4	2825/4	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	2537										
232	229	2819/4	2819/4	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2538										
232	229	705	705	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2539										
232	229	2821/4	2821/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2540										
232	229	1411/2	1411/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2541										
232	229	2823/4	2823/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2542										
232	229	706	706	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2543										
232	229	2825/4	2825/4	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2544										
232	229	1413/2	1413/2	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2545										
232	229	2827/4	2827/4	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2546										
232	229	707	707	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2547										
232	229	2829/4	2829/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2548										
232	229	1415/2	1415/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2549										
233	230	2831/4	2831/4	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	2550									175	
233	230	708	708	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2551									175	
233	230	2833/4	2833/4	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	2552									175	
233	230	1417/2	1417/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	2553									175	
233	230	2835/4	2835/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2554										
233	230	2837/4	2837/4	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2555									176	
233	230	1419/2	1419/2	0.25	7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2556									176	
233	230	2839/4	2839/4	0.25	1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2557									176	
233	230	710	710	0.25	9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2558									176	
233	230	2841/4	2841/4	0.25	5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2559									176	
233	230	1421/2	1421/2	0.25	11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2560										
233	230	2831/4	2831/4	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2561										
233	230	708	708	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2562										
233	230	2833/4	2833/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2563										
233	230	1417/2	1417/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2564										
233	230	2835/4	2835/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2565										
233	230	709	709	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2566										
233	230	2837/4	2837/4	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2567										
233	230	1419/2	1419/2	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2568										
233	230	2839/4	2839/4	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2569										
233	230	710	710	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2570										
233	230	2841/4	2841/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2571										
233	230	1421/2	1421/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2572										
234	231	2843/4	2843/4	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	2573		articStaccatoBelow								
234	231	2845/4	2845/4	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	2574		articStaccatoBelow								
234	231	2847/4	2847/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2575		articStaccatoBelow								
234	231	2849/4	2849/4	0.0	3/8	3/8	Dynamic	6/8	1	1	0					p									
234	231	2849/4	2849/4	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2576		articStaccatoAbove								
234	231	2851/4	2851/4	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2577		articStaccatoAbove								
234	231	2843/4	2843/4	0.25	0	0	Chord	6/8	2	1	1/16		1/16	1	2578										
234	231	711	711	0.25	1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2579										
234	231	2845/4	2845/4	0.25	1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2580										
234	231	1423/2	1423/2	0.25	3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2581										
234	231	2847/4	2847/4	0.25	1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2582										
234	231	712	712	0.25	5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2583										
234	231	2849/4	2849/4	0.25	3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	2584										
234	231	1425/2	1425/2	0.25	7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2585										
234	231	2851/4	2851/4	0.25	1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2586										
234	231	713	713	0.25	9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2587										
234	231	2853/4	2853/4	0.25	5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2588										
234	231	1427/2	1427/2	0.25	11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2589										
235	232	2855/4	2855/4	0.0	0	0	Dynamic	6/8	1	1	0					f									
235	232	2855/4	2855/4	0.25	0	0	Chord	6/8	1	1	1/16		1/16	1	2590									177	
235	232	714	714	0.25	1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2591									177	
235	232	2857/4	2857/4	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	2592									177	
235	232	1429/2	1429/2	0.25	3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	2593									177	
235	232	2859/4	2859/4	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	2594										
235	232	2861/4	2861/4	0.25	3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2595									178	
